type,pts,pos,tm,opp,id,q,init
1f1,3,1,DAL,MIA,20120329DALMIA,q3,0
1f1,2,2,NOH,POR,20120329NOHPOR,q1,1
1f1,3,2,POR,NOH,20120329NOHPOR,q1,0
1f1,2,1,POR,NOH,20120329NOHPOR,q2,1
1f1,0,1,NOH,POR,20120329NOHPOR,q2,0
2f1,0,2,NOH,POR,20120329NOHPOR,q3,1
2f1,0,1,POR,NOH,20120329NOHPOR,q3,0
1f1,2,1,LAL,OKC,20120329OKCLAL,q1,1
1f1,0,1,OKC,LAL,20120329OKCLAL,q1,0
1f1,2,1,LAL,OKC,20120329OKCLAL,q2,1
1f1,2,1,OKC,LAL,20120329OKCLAL,q2,0
1f1,2,2,LAL,OKC,20120329OKCLAL,q3,1
1f1,5,2,OKC,LAL,20120329OKCLAL,q3,0
1f1,2,1,WAS,IND,20120329WASIND,q1,1
1f1,0,1,IND,WAS,20120329WASIND,q1,0
2f1,3,2,IND,WAS,20120329WASIND,q2,1
2f1,1,1,WAS,IND,20120329WASIND,q2,0
1f1,0,1,WAS,IND,20120329WASIND,q3,1
1f1,2,1,IND,WAS,20120329WASIND,q3,0
2f1,2,2,BOS,MIN,20120330BOSMIN,q1,1
2f1,3,1,MIN,BOS,20120330BOSMIN,q1,0
1f1,2,2,BOS,MIN,20120330BOSMIN,q2,1
1f1,0,1,MIN,BOS,20120330BOSMIN,q2,0
1f1,0,2,BOS,MIN,20120330BOSMIN,q3,1
1f1,0,1,MIN,BOS,20120330BOSMIN,q3,0
1f1,2,2,ORL,DAL,20120330DALORL,q1,1
1f1,0,2,DAL,ORL,20120330DALORL,q1,0
1f1,0,1,DAL,ORL,20120330DALORL,q2,1
1f1,0,1,ORL,DAL,20120330DALORL,q2,0
2f1,0,2,ORL,DAL,20120330DALORL,q3,1
2f1,2,2,DAL,ORL,20120330DALORL,q3,0
2f1,2,3,DEN,CHA,20120330DENCHA,q1,1
2f1,4,2,CHA,DEN,20120330DENCHA,q1,0
2f1,4,2,CHA,DEN,20120330DENCHA,q2,1
2f1,0,2,DEN,CHA,20120330DENCHA,q2,0
1f1,2,2,DEN,CHA,20120330DENCHA,q3,1
1f1,0,2,CHA,DEN,20120330DENCHA,q3,0
2f1,2,2,CHI,DET,20120330DETCHI,q1,1
2f1,0,2,DET,CHI,20120330DETCHI,q1,0
1f1,2,2,DET,CHI,20120330DETCHI,q2,1
1f1,0,1,CHI,DET,20120330DETCHI,q2,0
2f1,2,2,CHI,DET,20120330DETCHI,q3,1
2f1,2,1,DET,CHI,20120330DETCHI,q3,0
2f1,2,2,MEM,HOU,20120330MEMHOU,q1,1
2f1,1,2,HOU,MEM,20120330MEMHOU,q1,0
2f1,5,2,MEM,HOU,20120330MEMHOU,q2,1
2f1,1,2,HOU,MEM,20120330MEMHOU,q2,0
1f1,0,2,HOU,MEM,20120330MEMHOU,q3,1
1f1,1,1,MEM,HOU,20120330MEMHOU,q3,0
1f1,3,1,TOR,MIA,20120330MIATOR,q1,1
1f1,0,1,MIA,TOR,20120330MIATOR,q1,0
2f1,4,2,MIA,TOR,20120330MIATOR,q2,1
2f1,0,2,TOR,MIA,20120330MIATOR,q2,0
2f1,2,1,TOR,MIA,20120330MIATOR,q3,1
2f1,3,1,MIA,TOR,20120330MIATOR,q3,0
2f1,3,2,MIL,CLE,20120330MILCLE,q1,1
2f1,2,1,CLE,MIL,20120330MILCLE,q1,0
1f1,0,1,CLE,MIL,20120330MILCLE,q2,1
1f1,2,1,MIL,CLE,20120330MILCLE,q2,0
1f1,0,2,MIL,CLE,20120330MILCLE,q3,1
1f1,1,1,CLE,MIL,20120330MILCLE,q3,0
2f1,2,2,GSW,NJN,20120330NJNGSW,q1,1
2f1,0,2,NJN,GSW,20120330NJNGSW,q1,0
2f1,2,3,GSW,NJN,20120330NJNGSW,q2,1
2f1,2,2,NJN,GSW,20120330NJNGSW,q2,0
2f1,3,2,GSW,NJN,20120330NJNGSW,q3,1
2f1,0,2,NJN,GSW,20120330NJNGSW,q3,0
2f1,3,1,ATL,NYK,20120330NYKATL,q1,1
2f1,0,1,NYK,ATL,20120330NYKATL,q1,0
1f1,0,2,ATL,NYK,20120330NYKATL,q2,1
1f1,0,1,NYK,ATL,20120330NYKATL,q2,0
2f1,3,2,NYK,ATL,20120330NYKATL,q3,1
2f1,1,1,ATL,NYK,20120330NYKATL,q3,0
1f1,0,1,PHI,WAS,20120330PHIWAS,q1,1
1f1,0,1,WAS,PHI,20120330PHIWAS,q1,0
2f1,2,2,WAS,PHI,20120330PHIWAS,q2,1
2f1,2,1,PHI,WAS,20120330PHIWAS,q2,0
2f1,3,2,WAS,PHI,20120330PHIWAS,q3,1
2f1,2,2,PHI,WAS,20120330PHIWAS,q3,0
1f1,0,2,POR,LAC,20120330PORLAC,q1,1
1f1,0,1,LAC,POR,20120330PORLAC,q1,0
2f1,0,1,POR,LAC,20120330PORLAC,q2,1
2f1,2,1,LAC,POR,20120330PORLAC,q2,0
1f1,2,1,LAC,POR,20120330PORLAC,q3,1
1f1,0,1,POR,LAC,20120330PORLAC,q3,0
2f1,0,2,SAC,UTA,20120330SACUTA,q1,1
2f1,2,2,UTA,SAC,20120330SACUTA,q1,0
2f1,0,2,SAC,UTA,20120330SACUTA,q2,1
2f1,2,2,UTA,SAC,20120330SACUTA,q2,0
2f1,2,2,UTA,SAC,20120330SACUTA,q3,1
2f1,0,1,SAC,UTA,20120330SACUTA,q3,0
2f1,0,2,ATL,PHI,20120331ATLPHI,q1,1
2f1,0,1,PHI,ATL,20120331ATLPHI,q1,0
1f1,0,1,PHI,ATL,20120331ATLPHI,q2,1
1f1,0,1,ATL,PHI,20120331ATLPHI,q2,0
2f1,2,2,ATL,PHI,20120331ATLPHI,q3,1
2f1,0,2,PHI,ATL,20120331ATLPHI,q3,0
1f1,0,2,CHA,DET,20120331CHADET,q1,1
1f1,0,1,DET,CHA,20120331CHADET,q1,0
2f1,5,2,CHA,DET,20120331CHADET,q2,1
2f1,0,1,DET,CHA,20120331CHADET,q2,0
1f1,2,2,CHA,DET,20120331CHADET,q3,1
1f1,2,1,DET,CHA,20120331CHADET,q3,0
2f1,4,2,CLE,NYK,20120331CLENYK,q1,1
2f1,0,1,NYK,CLE,20120331CLENYK,q1,0
2f1,0,2,NYK,CLE,20120331CLENYK,q2,1
2f1,2,1,CLE,NYK,20120331CLENYK,q2,0
2f1,4,2,CLE,NYK,20120331CLENYK,q3,1
2f1,1,2,NYK,CLE,20120331CLENYK,q3,0
2f1,2,2,SAS,IND,20120331INDSAS,q1,1
2f1,2,1,IND,SAS,20120331INDSAS,q1,0
1f1,2,2,SAS,IND,20120331INDSAS,q2,1
1f1,3,2,IND,SAS,20120331INDSAS,q2,0
1f1,0,2,IND,SAS,20120331INDSAS,q3,1
1f1,0,1,SAS,IND,20120331INDSAS,q3,0
2f1,0,2,MIL,MEM,20120331MEMMIL,q1,1
2f1,2,1,MEM,MIL,20120331MEMMIL,q1,0
2f1,3,2,MIL,MEM,20120331MEMMIL,q2,1
2f1,0,2,MEM,MIL,20120331MEMMIL,q2,0
2f1,4,2,MEM,MIL,20120331MEMMIL,q3,1
2f1,0,1,MIL,MEM,20120331MEMMIL,q3,0
1f1,2,2,NJN,SAC,20120331NJNSAC,q1,1
1f1,1,2,SAC,NJN,20120331NJNSAC,q1,0
2f1,3,3,NJN,SAC,20120331NJNSAC,q2,1
2f1,4,2,SAC,NJN,20120331NJNSAC,q2,0
2f1,2,2,SAC,NJN,20120331NJNSAC,q3,1
2f1,4,2,NJN,SAC,20120331NJNSAC,q3,0
2f1,2,1,NOH,LAL,20120331NOHLAL,q1,1
2f1,0,1,LAL,NOH,20120331NOHLAL,q1,0
2f1,0,2,LAL,NOH,20120331NOHLAL,q2,1
2f1,0,1,NOH,LAL,20120331NOHLAL,q2,0
1f1,0,2,LAL,NOH,20120331NOHLAL,q3,1
1f1,2,1,NOH,LAL,20120331NOHLAL,q3,0
1f1,2,2,LAC,UTA,20120331UTALAC,q1,1
1f1,0,1,UTA,LAC,20120331UTALAC,q1,0
2f1,0,2,LAC,UTA,20120331UTALAC,q2,1
2f1,2,1,UTA,LAC,20120331UTALAC,q2,0
2f1,1,2,UTA,LAC,20120331UTALAC,q3,1
2f1,0,2,LAC,UTA,20120331UTALAC,q3,0
2f1,5,2,OKC,CHI,20120401CHIOKC,q1,1
2f1,0,2,CHI,OKC,20120401CHIOKC,q1,0
2f1,2,2,OKC,CHI,20120401CHIOKC,q2,1
2f1,0,1,CHI,OKC,20120401CHIOKC,q2,0
2f1,3,2,OKC,CHI,20120401CHIOKC,q3,1
2f1,0,1,CHI,OKC,20120401CHIOKC,q3,0
2f1,0,2,ORL,DEN,20120401DENORL,q1,1
2f1,3,1,DEN,ORL,20120401DENORL,q1,0
2f1,0,1,DEN,ORL,20120401DENORL,q2,1
2f1,0,1,ORL,DEN,20120401DENORL,q2,0
2f1,2,2,DEN,ORL,20120401DENORL,q3,1
2f1,0,2,ORL,DEN,20120401DENORL,q3,0
1f1,4,2,LAL,GSW,20120401GSWLAL,q1,1
1f1,3,1,GSW,LAL,20120401GSWLAL,q1,0
1f1,2,2,LAL,GSW,20120401GSWLAL,q2,1
1f1,2,1,GSW,LAL,20120401GSWLAL,q2,0
2f1,0,2,GSW,LAL,20120401GSWLAL,q3,1
2f1,0,1,LAL,GSW,20120401GSWLAL,q3,0
2f1,2,2,IND,HOU,20120401INDHOU,q1,1
2f1,2,1,HOU,IND,20120401INDHOU,q1,0
2f1,2,1,HOU,IND,20120401INDHOU,q2,1
2f1,2,1,IND,HOU,20120401INDHOU,q2,0
2f1,0,2,IND,HOU,20120401INDHOU,q3,1
2f1,4,2,HOU,IND,20120401INDHOU,q3,0
2f1,2,1,BOS,MIA,20120401MIABOS,q1,1
2f1,0,1,MIA,BOS,20120401MIABOS,q1,0
1f1,2,1,MIA,BOS,20120401MIABOS,q2,1
1f1,2,1,BOS,MIA,20120401MIABOS,q2,0
1f1,0,1,MIA,BOS,20120401MIABOS,q3,1
1f1,2,1,BOS,MIA,20120401MIABOS,q3,0
2f1,2,1,POR,MIN,20120401MINPOR,q1,1
2f1,2,1,MIN,POR,20120401MINPOR,q1,0
2f1,2,2,MIN,POR,20120401MINPOR,q2,1
2f1,2,1,POR,MIN,20120401MINPOR,q2,0
2f1,2,3,POR,MIN,20120401MINPOR,q3,1
2f1,3,2,MIN,POR,20120401MINPOR,q3,0
2f1,2,2,NOH,PHX,20120401NOHPHX,q1,1
2f1,2,2,PHX,NOH,20120401NOHPHX,q1,0
1f1,0,1,PHX,NOH,20120401NOHPHX,q2,1
1f1,0,1,NOH,PHX,20120401NOHPHX,q2,0
2f1,3,2,PHX,NOH,20120401NOHPHX,q3,1
2f1,0,1,NOH,PHX,20120401NOHPHX,q3,0
2f1,2,2,WAS,TOR,20120401WASTOR,q1,1
2f1,0,1,TOR,WAS,20120401WASTOR,q1,0
1f1,0,2,TOR,WAS,20120401WASTOR,q2,1
1f1,2,1,WAS,TOR,20120401WASTOR,q2,0
2f1,2,2,TOR,WAS,20120401WASTOR,q3,1
2f1,0,1,WAS,TOR,20120401WASTOR,q3,0
1f1,2,1,HOU,CHI,20120402HOUCHI,q1,1
1f1,0,1,CHI,HOU,20120402HOUCHI,q1,0
1f1,2,1,CHI,HOU,20120402HOUCHI,q2,1
1f1,0,1,HOU,CHI,20120402HOUCHI,q2,0
2f1,0,2,CHI,HOU,20120402HOUCHI,q3,1
2f1,2,2,HOU,CHI,20120402HOUCHI,q3,0
1f1,0,2,DAL,LAC,20120402LACDAL,q1,1
1f1,0,1,LAC,DAL,20120402LACDAL,q1,0
2f1,1,2,DAL,LAC,20120402LACDAL,q2,1
2f1,2,1,LAC,DAL,20120402LACDAL,q2,0
2f1,3,2,DAL,LAC,20120402LACDAL,q3,1
2f1,0,2,LAC,DAL,20120402LACDAL,q3,0
2f1,0,2,MEM,OKC,20120402MEMOKC,q1,1
2f1,2,1,OKC,MEM,20120402MEMOKC,q1,0
2f1,0,2,MEM,OKC,20120402MEMOKC,q2,1
2f1,3,1,OKC,MEM,20120402MEMOKC,q2,0
2f1,2,2,OKC,MEM,20120402MEMOKC,q3,1
2f1,2,1,MEM,OKC,20120402MEMOKC,q3,0
1f1,0,2,WAS,MIL,20120402MILWAS,q1,1
1f1,0,1,MIL,WAS,20120402MILWAS,q1,0
1f1,0,1,MIL,WAS,20120402MILWAS,q2,1
1f1,0,1,WAS,MIL,20120402MILWAS,q2,0
2f1,2,1,WAS,MIL,20120402MILWAS,q3,1
2f1,0,1,MIL,WAS,20120402MILWAS,q3,0
1f1,3,2,SAC,MIN,20120402MINSAC,q1,1
1f1,0,1,MIN,SAC,20120402MINSAC,q1,0
1f1,2,2,SAC,MIN,20120402MINSAC,q2,1
1f1,0,2,MIN,SAC,20120402MINSAC,q2,0
2f1,3,2,MIN,SAC,20120402MINSAC,q3,1
2f1,2,1,SAC,MIN,20120402MINSAC,q3,0
1f1,0,1,UTA,POR,20120402UTAPOR,q1,1
1f1,0,1,POR,UTA,20120402UTAPOR,q1,0
2f1,0,2,POR,UTA,20120402UTAPOR,q2,1
2f1,2,1,UTA,POR,20120402UTAPOR,q2,0
1f1,0,1,POR,UTA,20120402UTAPOR,q3,1
1f1,2,1,UTA,POR,20120402UTAPOR,q3,0
2f1,2,2,TOR,CHA,20120403CHATOR,q1,1
2f1,0,2,CHA,TOR,20120403CHATOR,q1,0
2f1,4,2,CHA,TOR,20120403CHATOR,q2,1
2f1,2,2,TOR,CHA,20120403CHATOR,q2,0
1f1,2,2,TOR,CHA,20120403CHATOR,q3,1
1f1,0,1,CHA,TOR,20120403CHATOR,q3,0
1f1,2,2,MEM,GSW,20120403GSWMEM,q1,1
1f1,2,1,GSW,MEM,20120403GSWMEM,q1,0
2f1,2,2,GSW,MEM,20120403GSWMEM,q2,1
2f1,0,2,MEM,GSW,20120403GSWMEM,q2,0
2f1,2,2,GSW,MEM,20120403GSWMEM,q3,1
2f1,0,1,MEM,GSW,20120403GSWMEM,q3,0
2f1,5,3,NYK,IND,20120403NYKIND,q1,1
2f1,0,2,IND,NYK,20120403NYKIND,q1,0
2f1,0,3,IND,NYK,20120403NYKIND,q2,1
2f1,4,2,NYK,IND,20120403NYKIND,q2,0
2f1,2,2,IND,NYK,20120403NYKIND,q3,1
2f1,0,2,NYK,IND,20120403NYKIND,q3,0
2f1,5,2,DET,ORL,20120403ORLDET,q1,1
2f1,2,1,ORL,DET,20120403ORLDET,q1,0
2f1,4,2,DET,ORL,20120403ORLDET,q2,1
2f1,0,1,ORL,DET,20120403ORLDET,q2,0
1f1,2,2,ORL,DET,20120403ORLDET,q3,1
1f1,0,1,DET,ORL,20120403ORLDET,q3,0
2f1,2,1,MIA,PHI,20120403PHIMIA,q1,1
2f1,2,1,PHI,MIA,20120403PHIMIA,q1,0
2f1,2,2,MIA,PHI,20120403PHIMIA,q2,1
2f1,0,1,PHI,MIA,20120403PHIMIA,q2,0
1f1,0,1,MIA,PHI,20120403PHIMIA,q3,1
1f1,0,1,PHI,MIA,20120403PHIMIA,q3,0
2f1,2,2,CLE,SAS,20120403SASCLE,q1,1
2f1,0,1,SAS,CLE,20120403SASCLE,q1,0
2f1,0,1,CLE,SAS,20120403SASCLE,q2,1
2f1,2,1,SAS,CLE,20120403SASCLE,q2,0
1f1,3,1,SAS,CLE,20120403SASCLE,q3,1
1f1,0,1,CLE,SAS,20120403SASCLE,q3,0
1f1,1,2,ATL,CHA,20120404CHAATL,q1,1
1f1,0,1,CHA,ATL,20120404CHAATL,q1,0
1f1,2,2,ATL,CHA,20120404CHAATL,q2,1
1f1,2,2,CHA,ATL,20120404CHAATL,q2,0
1f1,2,2,ATL,CHA,20120404CHAATL,q3,1
1f1,0,2,CHA,ATL,20120404CHAATL,q3,0
2f1,2,3,CLE,MIL,20120404CLEMIL,q1,1
2f1,2,2,MIL,CLE,20120404CLEMIL,q1,0
2f1,4,2,CLE,MIL,20120404CLEMIL,q2,1
2f1,1,2,MIL,CLE,20120404CLEMIL,q2,0
1f1,0,2,MIL,CLE,20120404CLEMIL,q3,1
1f1,2,1,CLE,MIL,20120404CLEMIL,q3,0
2f1,2,2,NOH,DEN,20120404DENNOH,q1,1
2f1,2,1,DEN,NOH,20120404DENNOH,q1,0
2f1,2,1,DEN,NOH,20120404DENNOH,q2,1
2f1,0,1,NOH,DEN,20120404DENNOH,q2,0
1f1,1,2,DEN,NOH,20120404DENNOH,q3,1
1f1,0,2,NOH,DEN,20120404DENNOH,q3,0
2f1,3,2,GSW,MIN,20120404GSWMIN,q1,1
2f1,3,1,MIN,GSW,20120404GSWMIN,q1,0
2f1,3,3,GSW,MIN,20120404GSWMIN,q2,1
2f1,2,3,MIN,GSW,20120404GSWMIN,q2,0
1f1,2,2,GSW,MIN,20120404GSWMIN,q3,1
1f1,0,1,MIN,GSW,20120404GSWMIN,q3,0
2f1,3,3,WAS,IND,20120404INDWAS,q1,1
2f1,2,2,IND,WAS,20120404INDWAS,q1,0
1f1,0,2,WAS,IND,20120404INDWAS,q2,1
1f1,2,1,IND,WAS,20120404INDWAS,q2,0
1f1,4,2,IND,WAS,20120404INDWAS,q3,1
1f1,3,1,WAS,IND,20120404INDWAS,q3,0
2f1,3,3,LAC,LAL,20120404LALLAC,q1,1
2f1,4,2,LAL,LAC,20120404LALLAC,q1,0
2f1,2,2,LAC,LAL,20120404LALLAC,q2,1
2f1,2,1,LAL,LAC,20120404LALLAC,q2,0
2f1,3,2,LAC,LAL,20120404LALLAC,q3,1
2f1,0,2,LAL,LAC,20120404LALLAC,q3,0
2f1,0,2,DAL,MEM,20120404MEMDAL,q1,1
2f1,2,1,MEM,DAL,20120404MEMDAL,q1,0
2f1,4,2,MEM,DAL,20120404MEMDAL,q2,1
2f1,2,1,DAL,MEM,20120404MEMDAL,q2,0
2f1,0,1,DAL,MEM,20120404MEMDAL,q3,1
2f1,0,1,MEM,DAL,20120404MEMDAL,q3,0
1f1,0,1,NJN,POR,20120404NJNPOR,q1,1
1f1,0,1,POR,NJN,20120404NJNPOR,q1,0
2f1,0,2,POR,NJN,20120404NJNPOR,q2,1
2f1,4,2,NJN,POR,20120404NJNPOR,q2,0
2f1,3,2,POR,NJN,20120404NJNPOR,q3,1
2f1,2,1,NJN,POR,20120404NJNPOR,q3,0
2f1,2,2,MIA,OKC,20120404OKCMIA,q1,1
2f1,0,1,OKC,MIA,20120404OKCMIA,q1,0
1f1,2,1,MIA,OKC,20120404OKCMIA,q2,1
1f1,0,1,OKC,MIA,20120404OKCMIA,q2,0
1f1,3,2,MIA,OKC,20120404OKCMIA,q3,1
1f1,2,1,OKC,MIA,20120404OKCMIA,q3,0
2f1,5,2,PHX,UTA,20120404PHXUTA,q1,1
2f1,3,1,UTA,PHX,20120404PHXUTA,q1,0
1f1,3,2,PHX,UTA,20120404PHXUTA,q2,1
1f1,0,1,UTA,PHX,20120404PHXUTA,q2,0
2f1,1,2,UTA,PHX,20120404PHXUTA,q3,1
2f1,1,1,PHX,UTA,20120404PHXUTA,q3,0
1f1,0,2,BOS,SAS,20120404SASBOS,q1,1
1f1,0,1,SAS,BOS,20120404SASBOS,q1,0
1f1,0,2,SAS,BOS,20120404SASBOS,q2,1
1f1,2,1,BOS,SAS,20120404SASBOS,q2,0
2f1,0,2,SAS,BOS,20120404SASBOS,q3,1
2f1,2,1,BOS,SAS,20120404SASBOS,q3,0
2f1,2,2,PHI,TOR,20120404TORPHI,q1,1
2f1,2,1,TOR,PHI,20120404TORPHI,q1,0
1f1,2,2,TOR,PHI,20120404TORPHI,q2,1
1f1,3,1,PHI,TOR,20120404TORPHI,q2,0
1f1,2,2,TOR,PHI,20120404TORPHI,q3,1
1f1,0,1,PHI,TOR,20120404TORPHI,q3,0
1f1,0,1,BOS,CHI,20120405BOSCHI,q1,1
1f1,0,1,CHI,BOS,20120405BOSCHI,q1,0
2f1,2,2,CHI,BOS,20120405BOSCHI,q2,1
2f1,2,2,BOS,CHI,20120405BOSCHI,q2,0
1f1,4,2,CHI,BOS,20120405BOSCHI,q3,1
1f1,0,2,BOS,CHI,20120405BOSCHI,q3,0
2f1,0,3,SAC,LAC,20120405LACSAC,q1,1
2f1,1,3,LAC,SAC,20120405LACSAC,q1,0
1f1,0,1,SAC,LAC,20120405LACSAC,q2,1
1f1,0,1,LAC,SAC,20120405LACSAC,q2,0
1f1,2,1,SAC,LAC,20120405LACSAC,q3,1
1f1,0,1,LAC,SAC,20120405LACSAC,q3,0
2f1,2,2,ORL,NYK,20120405NYKORL,q1,1
2f1,2,1,NYK,ORL,20120405NYKORL,q1,0
2f1,3,2,ORL,NYK,20120405NYKORL,q2,1
2f1,2,1,NYK,ORL,20120405NYKORL,q2,0
1f1,2,2,NYK,ORL,20120405NYKORL,q3,1
1f1,2,1,ORL,NYK,20120405NYKORL,q3,0
1f1,0,1,WAS,DET,20120405WASDET,q1,1
1f1,1,1,DET,WAS,20120405WASDET,q1,0
2f1,2,2,WAS,DET,20120405WASDET,q2,1
2f1,2,1,DET,WAS,20120405WASDET,q2,0
1f1,0,2,WAS,DET,20120405WASDET,q3,1
1f1,2,2,DET,WAS,20120405WASDET,q3,0
1f1,1,2,CHA,MIL,20120406CHAMIL,q1,1
1f1,1,1,MIL,CHA,20120406CHAMIL,q1,0
2f1,2,3,CHA,MIL,20120406CHAMIL,q2,1
2f1,0,2,MIL,CHA,20120406CHAMIL,q2,0
2f1,2,2,CHA,MIL,20120406CHAMIL,q3,1
2f1,0,1,MIL,CHA,20120406CHAMIL,q3,0
2f1,0,2,CLE,TOR,20120406CLETOR,q1,1
2f1,2,1,TOR,CLE,20120406CLETOR,q1,0
1f1,0,2,TOR,CLE,20120406CLETOR,q2,1
1f1,0,1,CLE,TOR,20120406CLETOR,q2,0
2f1,0,2,TOR,CLE,20120406CLETOR,q3,1
2f1,1,1,CLE,TOR,20120406CLETOR,q3,0
2f1,4,2,DET,ATL,20120406DETATL,q1,1
2f1,0,1,ATL,DET,20120406DETATL,q1,0
1f1,2,2,ATL,DET,20120406DETATL,q2,1
1f1,0,1,DET,ATL,20120406DETATL,q2,0
2f1,2,2,DET,ATL,20120406DETATL,q3,1
2f1,0,2,ATL,DET,20120406DETATL,q3,0
1f1,2,2,GSW,UTA,20120406GSWUTA,q1,1
1f1,2,1,UTA,GSW,20120406GSWUTA,q1,0
2f1,2,2,GSW,UTA,20120406GSWUTA,q2,1
2f1,2,2,UTA,GSW,20120406GSWUTA,q2,0
1f1,2,2,GSW,UTA,20120406GSWUTA,q3,1
1f1,0,1,UTA,GSW,20120406GSWUTA,q3,0
1f1,0,1,LAL,HOU,20120406HOULAL,q1,1
1f1,0,1,HOU,LAL,20120406HOULAL,q1,0
1f1,2,2,HOU,LAL,20120406HOULAL,q2,1
1f1,3,2,LAL,HOU,20120406HOULAL,q2,0
2f1,4,2,HOU,LAL,20120406HOULAL,q3,1
2f1,0,1,LAL,HOU,20120406HOULAL,q3,0
1f1,2,1,MEM,MIA,20120406MEMMIA,q1,1
1f1,0,1,MIA,MEM,20120406MEMMIA,q1,0
1f1,3,1,MEM,MIA,20120406MEMMIA,q2,1
1f1,0,1,MIA,MEM,20120406MEMMIA,q2,0
1f1,3,2,MEM,MIA,20120406MEMMIA,q3,1
1f1,2,1,MIA,MEM,20120406MEMMIA,q3,0
2f1,1,2,NOH,SAS,20120406NOHSAS,q1,1
2f1,0,1,SAS,NOH,20120406NOHSAS,q1,0
1f1,2,2,SAS,NOH,20120406NOHSAS,q2,1
1f1,0,2,NOH,SAS,20120406NOHSAS,q2,0
2f1,6,2,SAS,NOH,20120406NOHSAS,q3,1
2f1,0,2,NOH,SAS,20120406NOHSAS,q3,0
2f1,0,2,OKC,IND,20120406OKCIND,q1,1
2f1,2,1,IND,OKC,20120406OKCIND,q1,0
1f1,2,1,IND,OKC,20120406OKCIND,q2,1
1f1,0,1,OKC,IND,20120406OKCIND,q2,0
1f1,1,2,IND,OKC,20120406OKCIND,q3,1
1f1,2,2,OKC,IND,20120406OKCIND,q3,0
1f1,0,2,DEN,PHX,20120406PHXDEN,q1,1
1f1,2,1,PHX,DEN,20120406PHXDEN,q1,0
1f1,2,2,PHX,DEN,20120406PHXDEN,q2,1
1f1,2,1,DEN,PHX,20120406PHXDEN,q2,0
1f1,0,1,PHX,DEN,20120406PHXDEN,q3,1
1f1,3,1,DEN,PHX,20120406PHXDEN,q3,0
2f1,5,2,DAL,POR,20120406PORDAL,q1,1
2f1,0,2,POR,DAL,20120406PORDAL,q1,0
1f1,3,1,DAL,POR,20120406PORDAL,q2,1
1f1,0,1,POR,DAL,20120406PORDAL,q2,0
2f1,3,2,POR,DAL,20120406PORDAL,q3,1
2f1,0,1,DAL,POR,20120406PORDAL,q3,0
1f1,0,1,NJN,WAS,20120406WASNJN,q1,1
1f1,0,1,WAS,NJN,20120406WASNJN,q1,0
1f1,2,1,NJN,WAS,20120406WASNJN,q2,1
1f1,0,1,WAS,NJN,20120406WASNJN,q2,0
2f1,0,2,WAS,NJN,20120406WASNJN,q3,1
2f1,0,1,NJN,WAS,20120406WASNJN,q3,0
2f1,0,2,ATL,CHA,20120407ATLCHA,q1,1
2f1,2,1,CHA,ATL,20120407ATLCHA,q1,0
1f1,2,1,CHA,ATL,20120407ATLCHA,q2,1
1f1,0,1,ATL,CHA,20120407ATLCHA,q2,0
2f1,0,2,ATL,CHA,20120407ATLCHA,q3,1
2f1,2,2,CHA,ATL,20120407ATLCHA,q3,0
2f1,2,2,IND,BOS,20120407BOSIND,q1,1
2f1,2,2,BOS,IND,20120407BOSIND,q1,0
2f1,2,2,IND,BOS,20120407BOSIND,q2,1
2f1,0,1,BOS,IND,20120407BOSIND,q2,0
1f1,0,1,IND,BOS,20120407BOSIND,q3,1
1f1,0,1,BOS,IND,20120407BOSIND,q3,0
2f1,3,2,MEM,DAL,20120407DALMEM,q1,1
2f1,3,1,DAL,MEM,20120407DALMEM,q1,0
2f1,2,2,DAL,MEM,20120407DALMEM,q2,1
2f1,2,2,MEM,DAL,20120407DALMEM,q2,0
2f1,2,3,MEM,DAL,20120407DALMEM,q3,1
2f1,2,2,DAL,MEM,20120407DALMEM,q3,0
2f1,4,2,DEN,GSW,20120407DENGSW,q1,1
2f1,5,2,GSW,DEN,20120407DENGSW,q1,0
1f1,2,2,GSW,DEN,20120407DENGSW,q2,1
1f1,0,1,DEN,GSW,20120407DENGSW,q2,0
2f1,2,2,GSW,DEN,20120407DENGSW,q3,1
2f1,2,2,DEN,GSW,20120407DENGSW,q3,0
2f1,4,2,LAL,PHX,20120407LALPHX,q1,1
2f1,2,2,PHX,LAL,20120407LALPHX,q1,0
1f1,3,2,PHX,LAL,20120407LALPHX,q2,1
1f1,2,1,LAL,PHX,20120407LALPHX,q2,0
2f1,3,2,PHX,LAL,20120407LALPHX,q3,1
2f1,0,1,LAL,PHX,20120407LALPHX,q3,0
1f1,0,2,NOH,MIN,20120407MINNOH,q1,1
1f1,0,1,MIN,NOH,20120407MINNOH,q1,0
1f1,2,2,NOH,MIN,20120407MINNOH,q2,1
1f1,2,2,MIN,NOH,20120407MINNOH,q2,0
2f1,0,3,MIN,NOH,20120407MINNOH,q3,1
2f1,2,2,NOH,MIN,20120407MINNOH,q3,0
1f1,0,2,ORL,PHI,20120407ORLPHI,q1,1
1f1,3,1,PHI,ORL,20120407ORLPHI,q1,0
2f1,2,2,PHI,ORL,20120407ORLPHI,q2,1
2f1,2,1,ORL,PHI,20120407ORLPHI,q2,0
1f1,2,1,ORL,PHI,20120407ORLPHI,q3,1
1f1,0,1,PHI,ORL,20120407ORLPHI,q3,0
1f1,2,2,MIL,POR,20120407PORMIL,q1,1
